UWI,tbguid,lifetime_start,FAILURETYPE,GrossStrokeLength,Fillage,YesterdaysAverageSPM,bha_configuration,gas_anchor_length,MAX_INCLINATION,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_LIQUID_VOLUME,AVG_WATERSG,ROUTE,FAILED,lifetime_duration_days,WaterRatio,chemgroup1_score,chemgroup2_score
699-34-5524,GB89GRKW14353202425594,2020-03-19 07:30:00,NOFAIL,152.0,51.0,3.0,TAC_BELOW_NIP,17.05,1.8,10.816667,14.535417,17.5448,19.525357,1.04,880.0,0.0,27.42,0.3737081990357462,0.0,0.0
767-46-3279,GB06KITN60038265867815,2013-05-06 00:00:00,Tubing,131.6915407150544,84.05734863281245,5.692000007629389,TAC_ABOVE_NIP,19.25,2.02,52.50265900000001,104.253871,167.917866,129.738894,1.072,871.0,1.0,402.57,0.2060900180018492,0.0,0.0
462-46-5407,GB06IKQS82879401017210,2015-06-15 14:00:00,Rods,126.85618618346939,78.576919555664,5.59999990463256,TAC_ABOVE_NIP,18.89,4.44,69.796614,79.012153,100.916153,140.06599,1.04,883.0,1.0,696.58,0.2333019243286682,0.5,0.5
193-99-8311,GB64JHIB28907060812181,2018-08-03 00:00:00,Sucker Rod Pump,146.606727180263,82.0,5.09999990463256,TAC_BELOW_NIP,17.12,8.05,61.384555,64.065044,66.242539,72.769757,1.04,883.0,1.0,532.0,0.4882937976555287,1.0,0.0
063-01-5615,GB89JPJL54649469812288,2020-02-09 12:00:00,NOFAIL,166.846153846153,97.0,6.0,TAC_BELOW_NIP,17.11,11.79,81.717286,157.102,168.259857,607.985135,1.04,903.0,0.0,66.23,0.6619383038040889,0.0,0.0
427-18-9490,GB03NXMH94686370882986,2012-06-26 00:00:00,Tubing,117.748216150834,86.1509124755859,5.56000003814697,PACKER_DONNAN,20.89,2.47,59.9045338,79.260393,356.845357,94.370357,1.04,875.0,1.0,279.0,0.0924348203959851,0.0,0.0
604-64-1864,GB45HBCD92893657217864,2007-07-02 00:00:00,Sucker Rod Pump,136.691195046957,87.27147979736326,5.975384712219236,PACKER_TAC_DONNAN,20.43,2.42,50.410849,0.0,0.0,227.378711,1.072,870.0,1.0,225.0,0.0597330987596283,0.0,0.0
137-25-6029,GB40VCXY30665170110680,2016-05-17 01:00:00,Tubing,183.203998141818,96.5923080444336,4.80000019073486,TAC_ABOVE_NIP,19.25,3.624,54.9140026,69.489362,83.995745,73.260417,1.04,883.0,1.0,377.42,0.315974696130927,0.5,0.0
540-51-3641,GB71PCAY53936353746775,2015-11-15 13:00:00,Sucker Rod Pump,130.3872391793072,90.7866668701171,5.09999990463256,TAC_ABOVE_NIP,17.11,2.08,56.686651000000005,66.735537,162.936639,111.84022,1.04,874.0,1.0,326.46,0.1873491307509946,0.5,0.5
292-26-5777,GB61VEAV51463169657553,2018-10-24 00:00:00,Sucker Rod Pump,163.799695384745,87.9000015258789,5.40000009536743,TAC_BELOW_NIP,17.12,1.6,57.478039,60.769608,66.155294,96.09283,1.04,884.0,1.0,51.5,0.4768816362261367,0.5,0.0
242-61-0906,GB30RKWJ29605200520850,2010-11-03 00:00:00,Rods,116.43993857417247,63.5625,3.98749995231628,PACKER_DONNAN,20.75,2.5,41.8084312,61.793169,74.398624,49.733117,1.2,885.0,1.0,2115.0,0.0801953756487855,0.5,0.5
825-81-3999,GB35KZCY00890916346242,2014-09-04 00:00:00,Tubing,147.35979224629222,87.23536834716793,5.61399993896484,TAC_ABOVE_NIP,17.31,1.67,75.5053578,85.544151,279.206084,257.208877,1.04,904.0,1.0,382.32,0.4250083755857307,0.0,1.0
814-39-3589,GB78KBKJ80590359196773,2014-09-02 00:00:00,Tubing,115.28057779580895,99.4000015258789,5.539999961853026,TAC_ABOVE_NIP,19.31,2.19,59.43101300000001,68.464409,131.665591,67.904064,1.04,872.0,1.0,219.0,0.2517053765736318,0.0,0.5
574-19-8429,GB27DJUH77080923330867,2015-10-05 12:00:00,Tubing,130.16744216694678,97.4476165771484,4.40000009536743,TAC_ABOVE_NIP,17.2,1.87,56.847083,79.747448,156.922808,164.725714,1.04,905.0,1.0,328.5,0.3614840242853644,0.5,0.5
017-49-1647,GB93MHWG85588994461248,2011-03-25 00:00:00,NOFAIL,133.03193713444986,62.51523818969724,5.255555534362787,PACKER_DONNAN,20.72,3.1,36.235191400000005,43.15,43.016667,17.806167,1.072,881.0,0.0,59.0,0.1987513651871287,0.0,0.0
606-53-9109,GB33JJWW42721321746107,2014-06-02 07:00:00,Tubing,149.060537000382,87.34200897216793,5.5800001144409155,PACKER_DONNAN,20.72,6.45,77.3266916,114.613232,262.157561,239.361524,1.1019999999999999,886.0,1.0,163.71,0.2713848237363328,0.0,0.0
398-96-0638,GB91JOUC46075222759375,2017-07-20 10:30:00,NOFAIL,175.622358668,98.2166671752929,6.0,PACKER_DONNAN,3.91,12.42,73.377856,115.740808,12.251834,89.690834,1.04,873.0,0.0,1000.3,0.4077800413808171,0.0,0.0
038-74-2448,GB25CPZP36531826443300,2017-04-27 18:00:00,Sucker Rod Pump,118.791441204167,95.997200012207,4.69999980926513,TAC_ABOVE_NIP,17.18,2.16,12.092083,21.843143,64.0575,99.403433,1.04,872.0,1.0,230.75,0.553948453671615,0.5,0.0
193-32-6905,GB93ZQRW10392003741541,2018-03-19 11:00:00,Sucker Rod Pump,139.730130426811,78.9461517333984,5.59999990463256,PACKER_DONNAN,20.7,7.38,68.71911,109.150462,109.238677,133.327669,1.04,905.0,1.0,289.54,0.3537539083504115,0.5,0.0
411-78-9799,GB28QWVP64149592971818,2016-10-08 00:00:00,Rods,129.965010747136,90.8130416870117,4.90000009536743,PACKER_DONNAN,17.15,12.4,55.745749,99.864843,93.561603,75.800643,1.04,871.0,1.0,1180.33,0.3065667266173454,0.5,0.0
291-54-7513,GB40SULS17836752851804,2014-09-24 00:00:00,Sucker Rod Pump,141.4654098160062,66.41835784912107,5.199999999999996,PACKER_DONNAN,20.19,3.19,40.764191600000004,23.660286,106.112686,14.565714,1.07,886.0,1.0,174.0,0.2091015929600155,0.0,0.0
597-84-5093,GB09FVIJ25259965547737,2016-05-07 01:00:00,Tubing,138.61305678394842,96.24338531494138,5.999999999999996,TAC_ABOVE_NIP,17.16,5.89,67.412058,139.200055,74.54,231.434705,1.072,904.0,1.0,559.41,0.4292273451382324,0.5,0.0
254-30-5629,GB66LZUA44084988422959,2020-02-27 06:00:00,NOFAIL,151.787234042553,84.0,5.0,TAC_BELOW_NIP,0.0,0.55,36.990851,60.827143,72.565,106.625918,1.2,882.0,0.0,48.48,0.3854157297853229,0.0,0.0
510-95-6329,GB05SIIC70606821978026,2009-04-08 16:00:00,Tubing,144.2969849968284,76.72799835205076,4.499999952316278,PACKER_TAC_DONNAN,20.9,1.87,58.24154060000001,68.700051,37.9521,45.475646,1.1229952,870.0,1.0,603.33,0.1609077526903081,0.0,0.0
185-33-9500,GB19HOKM80757259243036,2014-11-14 00:00:00,Rods,119.91951331394901,95.4937515258789,5.69999980926513,TAC_ABOVE_NIP,17.43,2.25,56.79601,91.27245,100.006374,142.299281,1.04,902.0,1.0,653.0,0.2556876798274194,0.5,1.0
717-58-8813,GB50DHTT84805712393301,2017-04-17 00:30:00,NOFAIL,142.650214382794,97.970588684082,4.40000009536743,TAC_ABOVE_NIP,17.18,8.81,94.150871,152.545321,286.014906,502.142322,1.04,903.0,0.0,244.6,0.4573661906952349,1.0,0.0
511-39-0778,GB03JYXI48003693592735,2015-02-18 12:00:00,Sucker Rod Pump,107.06723595101899,74.9000015258789,4.80000019073486,PACKER_DONNAN,20.71,3.4939999999999998,65.574857,76.161337,75.858775,79.266996,1.04,886.0,1.0,763.32,0.3089494270730279,0.0,0.5
697-98-5704,GB56BWNQ16015886811626,2018-07-19 14:00:00,NOFAIL,146.806099075567,56.0,6.0,PACKER_DONNAN,2.96,3.376,62.11,80.351855,125.478869,83.617489,1.04,875.0,0.0,636.15,0.2297983140823566,0.5,0.0
315-54-0907,GB14KZLU68445762536859,2018-04-11 10:18:00,NOFAIL,126.526811402807,57.3304328918457,5.23181819915771,TAC_BELOW_NIP,17.2,6.38,64.424641,92.237404,135.245985,106.788507,1.04,875.0,0.0,735.3,0.3291739531483477,0.5,0.0
774-65-8058,GB70DENA15913214873023,2018-06-04 10:45:00,NOFAIL,164.926249407008,97.6999969482421,6.0,TAC_BELOW_NIP,17.12,2.16,70.786602,107.604184,75.84947,236.685752,1.04,904.0,0.0,681.29,0.4772823545373361,0.5,0.0
314-38-0971,GB73CLSU86249162885659,2014-10-02 00:00:00,Sucker Rod Pump,125.40368378979265,90.6052627563476,6.0,TAC_ABOVE_NIP,19.27,3.8,61.008322199999995,144.325169,185.194831,158.437973,1.2,882.0,1.0,585.0,0.1903290885954467,0.0,0.5
190-68-4039,GB17DXJS30279145341252,2018-12-13 10:00:00,Sucker Rod Pump,165.0,9.69999980926513,1.79999995231628,TAC_BELOW_NIP,0.0,1.7,46.468092,52.629598,63.971965,24.049066,1.134,880.0,1.0,182.21,0.1708914599843503,0.5,0.0
331-34-0937,GB34EJGI39852077008325,2019-12-14 08:00:00,NOFAIL,144.918032786885,68.0,5.0,TAC_BELOW_NIP,19.26,5.25,62.899535,71.341345,82.336891,131.303178,1.07,882.0,0.0,123.4,0.2504216843860398,0.0,0.0
248-86-4549,GB03BOOG16552017912376,2009-11-23 00:00:00,Sucker Rod Pump,145.57476817627918,88.96319885253902,6.378814792633053,PACKER_DONNAN,20.75,1.77,52.9853328,98.946721,80.930328,175.858545,1.0643677999999999,900.0,1.0,487.0,0.365526878435165,0.0,0.0
342-26-8314,GB15OSJK47096653033765,2013-03-20 00:00:00,Rods,107.39341406077851,56.0,3.3800000190734862,TAC_ABOVE_NIP,24.48,3.0,11.47599,4.615682,6.595909,0.720227,1.04,885.0,1.0,43.0,0.0,0.0,0.0
046-93-2543,GB03JYWK35985338170286,2013-04-05 00:00:00,Tubing,144.7823557377498,89.95261840820307,6.31999998092651,PACKER_DONNAN,20.74,5.73,61.84453679999999,191.335587,62.067915,137.074695,1.04,900.0,1.0,493.43,0.5791813944944397,0.0,0.0
362-01-9554,GB46KZMG31211883309441,2012-03-15 00:00:00,Tubing,145.0133712708992,88.06585998535152,5.66000003814697,PACKER_DONNAN,20.75,2.02,67.2227182,76.37235,94.131624,239.771309,1.0643677999999999,900.0,1.0,467.0,0.3315548024972412,0.0,0.0
289-32-8553,GB69XJEX39794324350916,2017-10-03 14:00:00,Tubing,121.093366931733,88.6037063598632,4.40000009536743,TAC_BELOW_NIP,18.8,1.75,46.751437,98.590417,141.855621,85.374293,1.04,884.0,1.0,354.79,0.3809896264675363,0.5,0.0
081-62-8878,GB71CIBW11306518299050,2018-08-28 15:00:00,Tubing,136.906086812883,92.5,5.80000019073486,TAC_BELOW_NIP,0.0,10.38,65.46123,62.9325,80.994188,150.636045,1.133871,882.0,1.0,300.12,0.5026841152129293,0.0,0.0
292-29-2771,GB72RAKO89386926609224,2017-09-04 08:00:00,NOFAIL,139.858194616512,85.0999984741211,7.0,TAC_ABOVE_NIP,17.12,6.97,65.289014,107.8015,79.056871,167.151805,1.04,902.0,0.0,954.4,0.3411546468193986,1.0,0.0
775-32-4247,GB26EVZK72235535249759,2016-07-16 00:00:00,Sucker Rod Pump,108.116239420572,69.5269241333007,5.64666652679443,TAC_ABOVE_NIP,17.15,1.8240000000000003,53.206388,58.092797,83.896504,69.585404,1.04,875.0,1.0,641.42,0.2534086027581301,0.5,0.0
470-96-5347,GB21HBMQ03066801765005,2009-09-08 00:00:00,Sucker Rod Pump,121.38749442570138,65.26571502685547,4.140000009536742,PACKER_TAC_DONNAN,20.85,1.7,23.223654,0.0,0.0,32.226929,1.1680000000000001,867.0,1.0,253.42,0.0767111566851436,0.0,0.0
240-36-2352,GB24XGLZ41523672058910,2014-04-10 00:00:00,Sucker Rod Pump,126.65546303087865,57.81652526855468,5.755000019073483,TAC_ABOVE_NIP,17.54,5.98,59.0075778,62.439288,99.786019,120.909385,1.04,886.0,1.0,308.0,0.1773774798374832,0.0,0.5
471-75-6445,GB86XQJJ80811231727438,2018-05-09 08:30:00,NOFAIL,133.736336770142,28.2000007629394,5.40000009536743,TAC_BELOW_NIP,20.09,5.2,59.089318,66.96949,90.900902,75.544297,1.04,874.0,0.0,707.38,0.1583713063078739,0.5,0.0
291-54-7513,GB40SULS17836752851804,2015-03-27 10:00:00,Sucker Rod Pump,104.0716694423922,65.8428573608398,6.0,PACKER_DONNAN,20.19,3.19,36.865161400000005,49.079412,61.566176,27.075,1.2,886.0,1.0,609.61,0.3415892520775623,0.0,0.5
296-22-0635,GB53JETP94016312748671,2013-12-18 00:00:00,NOFAIL,127.39690208371701,91.4,5.8,TAC_ABOVE_NIP,20.74,1.54,78.1328776,94.389231,63.879744,223.631795,1.04,904.0,0.0,38.0,0.4246219729175808,0.0,0.0
824-34-6769,GB54PZGU83077241333963,2019-08-28 17:00:00,Tubing,211.280183410644,93.6999969482421,7.40000009536743,TAC_BELOW_NIP,31.93,32.98,49.417835,85.719972,46.297875,119.08738,1.098874,905.0,1.0,191.89,0.5888666960344581,0.0,0.0
782-14-2769,GB84QMDD61244412179638,2019-03-11 12:00:00,NOFAIL,181.488666716076,99.0,5.90000009536743,TAC_BELOW_NIP,17.18,26.7,117.311462,285.852441,367.927981,123.013303,1.04,904.0,0.0,210.0,0.360656895783052,0.5,0.0
202-59-7849,GB65WWMU10107138156394,2008-12-18 00:00:00,Sucker Rod Pump,142.7488313253608,64.88309020996093,5.759999942779536,UNKNOWN,45.33,1.8,42.4177168,76.972222,145.138889,55.103778,1.1297306,880.0,1.0,526.62,0.1647729308142901,0.0,0.0
099-27-1775,GB29ZEQB32819789549113,2019-03-10 09:30:00,Sucker Rod Pump,107.045828743868,77.0999984741211,6.5,TAC_BELOW_NIP,17.15,2.37,55.144353,118.663462,118.081193,61.773836,1.04,874.0,1.0,354.27,0.4565256721308354,0.0,0.0
721-31-7447,GB62UCHR75848680251468,2008-09-17 00:00:00,Sucker Rod Pump,110.2411837848626,52.37806358337398,3.380000019073484,TAC_ABOVE_NIP,0.0,2.25,37.6393964,0.0,0.0,70.79154,1.2,867.0,1.0,659.46,0.0633085817881628,0.0,0.0
174-19-1296,GB50PWSP51891404193348,2019-12-23 13:30:00,NOFAIL,134.75,99.0,4.0,TAC_BELOW_NIP,19.4,3.1,24.14084,35.99525,88.787583,24.654,1.2,880.0,0.0,114.17,0.2306590005678591,0.0,0.0
874-19-6260,GB54YALP37833064947167,2010-07-07 00:00:00,Sucker Rod Pump,130.29906267366607,93.54874267578124,5.180000019073484,PACKER_DONNAN,20.73,2.39,61.199724200000006,55.460526,171.381579,179.362667,1.07,885.0,1.0,75.46,0.1711557232810326,0.0,0.0
783-54-0077,GB42DOBS06163071624527,2014-06-10 00:00:00,Tubing,140.2586721497164,87.92162780761716,5.4999999999999964,TAC_ABOVE_NIP,19.24,1.08,63.4550156,91.986631,280.240071,172.886525,1.04,884.0,1.0,281.0,0.2090700243989518,0.0,0.5
898-24-1651,GB27UXAP23253184180582,2016-04-21 01:00:00,Sucker Rod Pump,142.9111341672712,94.9296264648437,5.80000019073486,TAC_ABOVE_NIP,17.1,8.15,72.98504,104.62736,109.20128,193.484615,1.04,873.0,1.0,120.96,0.6241800207215442,0.5,0.5
631-20-5963,GB34CVXO17324453534851,2008-12-23 00:00:00,Sucker Rod Pump,140.7209133460848,90.9395309448242,5.804000091552732,PACKER_TAC_DONNAN,40.5,2.63,62.8198766,0.0,59.574468,263.725248,1.072,867.0,1.0,281.0,0.0294770032788062,0.0,0.0
549-66-2141,GB84ILAY90735834695471,2014-07-09 00:00:00,NOFAIL,133.9376149673646,80.65323944091797,4.840000057220458,TAC_ABOVE_NIP,19.25,1.3,65.6203898,70.865385,105.634615,188.131731,1.07,883.0,0.0,103.0,0.2597484365888283,0.0,0.0
105-99-5418,GB92ZOAV03971563358024,2016-09-10 19:00:00,Tubing,130.17088161735933,97.629165649414,6.0,TAC_ABOVE_NIP,17.15,5.4,62.776857,88.031132,163.707583,175.617925,1.04,875.0,1.0,207.67,0.1983562099369981,0.5,0.0
043-85-7499,GB85ZAPQ07632432721824,2009-12-15 00:00:00,Sucker Rod Pump,122.697260144289,83.80995483398434,5.460000038146973,PACKER_DONNAN,20.74,1.31,59.236366,60.3125,88.084211,178.722842,1.04,900.0,1.0,191.0,0.3895329618807203,0.0,0.0
829-02-6250,GB77RIFQ63136577640653,2017-05-09 18:00:00,Sucker Rod Pump,123.215242671966,83.6142883300781,4.59999990463256,TAC_ABOVE_NIP,17.8,1.93,58.373295,65.150305,84.642519,105.283368,1.04,886.0,1.0,399.75,0.1963021452733161,0.0,0.0
571-67-6351,GB87PRTD47239435184289,2015-09-10 07:00:00,Tubing,150.2933781558896,83.7696990966796,5.90000009536743,TAC_ABOVE_NIP,17.11,3.0,56.113172,93.525643,111.636173,203.740385,1.04,872.0,1.0,504.71,0.3684175721961063,0.5,0.5
623-79-6761,GB60LZXQ85610454358220,2014-03-07 00:00:00,NOFAIL,124.7100206437796,93.6,5.4,PACKER_DONNAN,20.17,1.59,47.5596738,29.092564,50.939744,214.584872,1.04,885.0,0.0,38.04,0.241274445479083,0.0,0.0
767-01-0700,GB47YRZZ91815863840211,2017-11-14 10:30:00,NOFAIL,154.108772487815,94.3461532592773,5.69999980926513,TAC_BELOW_NIP,20.01,5.98,91.74615,116.81277,188.936503,409.209092,1.04,901.0,0.0,560.94,0.3677405828509792,0.5,0.0
473-26-7206,GB80HNLA07516693596098,2018-01-12 16:00:00,Tubing,117.5238087972,87.4272766113281,4.72857141494751,TAC_BELOW_NIP,19.98,3.2,9.78,6.9962418,8.224,0.0,1.07,901.0,1.0,7.98,0.4728494392652659,0.0,0.0
267-77-2331,GB97SWJS65332630667576,2017-09-07 11:00:00,NOFAIL,117.980647343461,98.3000030517578,6.0,TAC_BELOW_NIP,19.24,2.26,65.203435,92.69337,72.561374,60.488819,1.04,900.0,0.0,951.28,0.333267392772208,0.5,0.0
474-92-3929,GB70NSXO17036671281396,2017-05-02 00:00:00,NOFAIL,103.141323008271,82.1999969482421,6.10344839096069,TAC_ABOVE_NIP,0.0,2.51,68.30393,79.448968,74.763433,57.498221,1.04,902.0,0.0,1079.73,0.3465797489630157,1.0,0.0
755-24-5773,GB86QDON11949615152046,2018-06-15 13:15:00,NOFAIL,154.202651587399,97.4000015258789,5.90000009536743,TAC_ABOVE_NIP,17.23,2.2,52.327543,85.309204,135.238288,121.166504,1.2,881.0,0.0,391.88,0.2688470486859965,0.5,0.0
295-07-6407,GB24MRLZ39529789104941,2014-07-16 00:00:00,Tubing,113.03560574259355,76.98530960083004,5.360000038146968,TAC_ABOVE_NIP,19.23,1.39,50.313790600000004,59.360579,80.93278,91.345792,1.072,871.0,1.0,258.0,0.3076294527064804,0.0,0.0
769-33-6236,GB75QKEU58424926241520,2010-11-02 00:00:00,Sucker Rod Pump,139.747228409355,84.03090972900388,6.140000057220458,PACKER_DONNAN,20.74,2.81,55.872613,106.797821,425.253788,164.644753,1.0657306,875.0,1.0,490.0,0.0977344598403327,0.0,0.0
441-35-2136,GB70WIJQ81492729116524,2017-10-19 08:15:00,NOFAIL,92.8028543413563,70.5,5.59999990463256,TAC_BELOW_NIP,17.15,4.12,74.490568,83.921322,129.211107,86.168041,1.04,883.0,0.0,909.39,0.3678755212736007,0.5,0.0
465-04-0106,GB69YHIS16177878536979,2011-02-22 00:00:00,Sucker Rod Pump,134.85321493511918,90.16000061035155,6.26000003814697,PACKER_DONNAN,19.74,2.3,62.9477482,64.957746,54.144366,125.073979,1.04,900.0,1.0,283.0,0.4005986888767647,0.0,0.0
241-68-6292,GB31UQUJ14370735798514,2017-05-07 22:00:00,Rods,122.881542985157,98.7409057617187,4.19999980926513,TAC_BELOW_NIP,17.12,7.27,52.6749592,106.9011008,319.8124452,85.36,1.04,871.0,1.0,170.5,0.3565403701968135,0.5,0.0
753-41-1942,GB70XEXN27568625408858,2015-04-30 00:00:00,Sucker Rod Pump,131.7487884913538,91.9357147216796,6.0,PACKER_DONNAN,20.69,5.82,51.127647,74.491197,143.974353,119.311978,1.04,882.0,1.0,349.0,0.320360467077329,0.0,0.5
884-54-0593,GB52UTQZ58796883416622,2015-02-05 00:00:00,Rods,138.53000315515402,83.2399978637695,6.0,TAC_ABOVE_NIP,17.23,0.54,49.612758,77.224837,116.686495,173.96608,1.04,885.0,1.0,752.94,0.2179134461154726,0.5,0.5
540-95-4691,GB06RCWL54996638069591,2019-08-29 07:00:00,NOFAIL,105.706939836615,82.3499984741211,6.0,TAC_ABOVE_NIP,17.43,1.39,56.248315,119.186704,244.019098,57.735131,1.04,886.0,0.0,230.44,0.3275399513686043,0.0,0.0
647-19-9558,GB77WDWH41298184522005,2018-09-21 16:00:00,Tubing,142.290971235795,96.5,4.59999990463256,TAC_BELOW_NIP,17.13,14.01,59.637303,92.755783,200.317584,393.871602,1.04,905.0,1.0,175.92,0.5160771199747475,0.5,0.0
462-46-5407,GB62HAQA95516083138695,2015-04-24 08:00:00,Tubing,128.05782296650682,92.8,5.6,TAC_ABOVE_NIP,18.89,4.44,66.8224084,87.12766,123.468085,179.680851,1.1,883.0,1.0,47.25,0.2031971564961032,0.0,0.5
644-51-4651,GB94UDYA26280355884915,2012-11-19 00:00:00,Sucker Rod Pump,154.412810695996,88.57259368896484,5.239999961853024,PACKER_DONNAN,20.75,2.16,75.79138160000001,88.537588,134.751558,327.593706,1.07,904.0,1.0,198.0,0.3644930467620156,0.0,0.0
295-07-6407,GB16NAVF07646327151496,2015-04-09 00:00:00,Tubing,133.9702429871274,85.9749984741211,5.3644444465637156,TAC_ABOVE_NIP,17.11,1.39,62.99892139999999,97.414557,159.731013,143.746835,1.04,871.0,1.0,309.0,0.3305741444672503,0.0,0.5
336-26-7497,GB86ACUN15725147857027,2016-06-27 04:00:00,Tubing,112.46321180503722,90.984619140625,5.80000019073486,TAC_ABOVE_NIP,17.12,4.3,34.554648,36.688543,66.440612,95.355469,1.04,885.0,1.0,250.08,0.3112531280193273,0.5,0.0
005-64-9456,GB77TWRJ94680391884794,2020-02-13 09:00:00,NOFAIL,168.964912280701,97.0,6.0,TAC_BELOW_NIP,17.12,8.35,83.402656,134.838333,211.077833,680.076471,1.04,903.0,0.0,62.36,0.6346280255297938,0.0,0.0
606-50-4194,GB65VZUS35602265151276,2018-09-26 00:00:00,Sucker Rod Pump,97.6718657273512,96.6999969482421,5.09999990463256,PACKER_DONNAN,20.72,5.89,67.581825,75.188819,121.952804,108.25885,1.04,883.0,1.0,305.4,0.2538936077743298,0.5,0.0
632-15-3189,GB75KVEP62780964575853,2019-07-24 16:00:00,Rods,104.500044215809,95.5999984741211,6.09999990463256,TAC_BELOW_NIP,17.15,3.54,50.798947,55.38813,63.697692,108.811976,1.074412,885.0,1.0,224.75,0.2256296678225933,0.5,0.0
342-26-8314,GB62SSYN02592284617035,2020-01-10 09:45:00,NOFAIL,129.21978021978,49.0,6.0,TAC_ABOVE_NIP,17.12,3.0,34.037813,36.970638,40.879681,64.212121,1.19,885.0,0.0,96.33,0.1678464724751889,0.0,0.0
454-34-3752,GB21PPTM20286168370425,2014-03-25 00:00:00,Rods,107.91909122467,90.1033325195312,6.30000019073486,TAC_ABOVE_NIP,19.22,2.02,62.5256836,70.509167,56.881375,102.736697,1.04,900.0,1.0,1278.29,0.5453806345360703,1.0,1.0
584-34-9791,GB85IQRC14900691929486,2014-09-15 07:22:00,NOFAIL,121.44788563068,49.0060157775878,4.00081968307495,PACKER_TAC_DONNAN,20.9,1.24,55.407452,57.116865,57.611665,26.863852,1.2,867.0,0.0,2039.43,0.0854438522070476,1.0,1.0
859-66-6410,GB19FMGJ80451476796750,2015-12-30 11:00:00,Sucker Rod Pump,129.8593246831754,99.4249954223632,5.859354877471922,TAC_ABOVE_NIP,19.26,3.5,29.908151800000002,37.185185,35.222222,24.444444,1.04,871.0,1.0,26.83,0.0545454419008262,0.0,0.0
197-23-2561,GB79CUDZ75803332813069,2018-06-24 01:00:00,NOFAIL,160.902095685295,99.6222229003906,6.0,TAC_BELOW_NIP,17.17,6.12,74.75163,142.046822,232.783446,457.717974,1.04,903.0,0.0,661.69,0.6080219344849237,0.5,0.0
807-26-3648,GB12KKOB19380372989771,2019-03-21 14:45:00,NOFAIL,284.315779221619,98.0,6.40000009536743,TAC_BELOW_NIP,17.1,10.81,62.076211,77.864964,63.689951,120.727146,1.04,901.0,0.0,391.12,0.4236338114047688,0.5,0.0
523-01-4802,GB25WYOP51766669434407,2017-05-04 21:00:00,Tubing,96.7891382810448,76.8307723999023,5.78125,TAC_BELOW_NIP,17.14,4.0,63.069424,67.717219,78.295707,116.147132,1.04,873.0,1.0,360.54,0.2399355844619564,0.5,0.0
185-33-9500,GB81RPHA87174383554770,2019-06-30 10:00:00,NOFAIL,109.74491901063,82.0,6.19999980926513,TAC_BELOW_NIP,16.93,2.25,75.827233,113.095367,77.684333,114.6925,1.04,902.0,0.0,290.32,0.3515856137062144,1.0,0.0
023-42-4787,GB69KKHA01966892919017,2018-12-17 10:00:00,Tubing,116.846075527003,95.1999969482421,5.69999980926513,TAC_ABOVE_NIP,19.56,4.75,45.079531,169.519581,312.81089,106.882813,1.167358,883.0,1.0,180.12,0.2943254590426994,0.5,0.0
738-52-9229,GB47LCCE46627769370632,2007-12-20 00:00:00,Sucker Rod Pump,129.15619440730921,52.37558441162106,4.679999923706051,PACKER_TAC_DONNAN,20.94,2.28,35.4055474,0.0,17.963636,48.332405,1.168,867.0,1.0,340.0,0.1927414950694052,0.0,0.0
146-26-3461,GB17GCPQ40298349905081,2008-11-26 00:00:00,Sucker Rod Pump,105.610261974334,72.7507171630859,4.59999990463256,PACKER_TAC_DONNAN,20.95,2.29,30.083746,37.051135,28.976073,19.844243,1.2,867.0,1.0,3885.33,0.0491184269412544,1.0,1.0
206-97-9563,GB05TGYA14598242160780,2019-04-15 16:00:00,NOFAIL,119.731206042146,84.0,5.80000019073486,TAC_BELOW_NIP,17.08,3.35,62.357204,74.124055,89.225995,79.108992,1.04,875.0,0.0,366.07,0.2228504061839139,0.5,0.0
093-58-8586,GB92XZFC60693672115652,2019-08-18 00:00:00,NOFAIL,124.832718583135,64.0,4.0,PACKER_DONNAN,20.73,1.35,30.103065,16.064758,29.175789,25.389845,1.2,867.0,0.0,241.73,0.1493775956489691,0.0,0.0
686-43-0493,GB48KZZV22360227185682,2016-10-21 01:00:00,Rods,156.63667435609,95.0,6.0,TAC_BELOW_NIP,17.1,9.06,69.947186,114.728425,90.588368,200.751758,1.04,904.0,1.0,1253.4,0.3944531135812021,0.5,0.0
510-95-6329,GB49XHSS50581991065703,2007-08-21 00:00:00,Rods,126.334571184583,88.24767608642576,5.675384712219236,PACKER_TAC_DONNAN,20.36,1.87,44.140143,0.0,0.0,174.114261,1.04,870.0,1.0,230.0,0.131808502463793,0.0,0.0
308-76-2261,GB37XPED69295547553717,2009-08-13 00:00:00,Tubing,136.7997264329666,90.6784210205078,5.960000038146973,PACKER_DONNAN,20.85,5.4,62.9891398,92.564655,72.801724,197.877198,1.1019999999999999,900.0,1.0,231.0,0.3023507488720353,0.0,0.0
522-04-9880,GB71PGJF05263202729182,2019-01-15 08:00:00,NOFAIL,164.051594004911,71.8000030517578,7.69999980926513,TAC_BELOW_NIP,17.05,6.44,80.866316,151.807297,143.586216,299.421053,1.04,880.0,0.0,34.98,0.4648356473450783,0.0,0.0
